Ticker,Morningstar Sustainability Rating,Average Market Cap ($ mil),ROE Last Year (%),Debt/Capital Last Year (%),No. of Holdings in Portfolio,% Assets in Top 10 Holdings,Turnover Ratio (%),Average Manager Tenure (years),Expense Ratio (%),Minimum Initial Purchase ($),Total Assets ($ mil),3-year Annualized Return vs. S&P500,Outperform / Underperform,No-load Funds,Closed to New Investors
BRWCX,3,220975,34.1,43.04,100,43.99,61,5,1.49,1000,251,3.35,1,0,0
HPEAX,4,119719,27.98,38.99,44,46.88,642,4,1.7,1000,71,-11.34,0,0,0
HRSIX,2,3140,-7.41,40.08,94,28.17,157,15,0.99,0,1032,13.27,1,1,0
FZAFX,2,142943,22.34,36.29,180,45.29,52,9,0.61,0,4447,11.7,1,1,0
BAEIX,4,92978,25.46,50.56,37,39.42,34,11,1.03,1000,1866,-3.4200000000000013,0,0,0
EKONX,3,112911,22.57,38.14,58,38.42,23,8,0.85,1000000,1097,10.439999999999998,1,1,0
PNOPX,4,129886,23.76,48.28,68,35.23,44,3,1.03,0,5880,6.1599999999999975,1,0,0
JRASX,3,196427,28.07,43.02,81,49.6,38,1,1.03,2500,18949,6.509999999999998,1,1,0
CAMZX,3,2827,8.25,30.11,52,23.38,70,15,0.9,5000000,100,-2.870000000000001,0,1,0
HOORX,3,3219,5.67,36.87,116,14.54,53,3,1.53,0,301,-3.1800000000000006,0,0,0
FCSGX,1,3833,-3.6,34.4,133,14.81,35,19,1.81,1000,3819,9.28,1,0,0
USBNX,3,1655,11.19,35.66,57,27.04,28,6,1.35,2500,85,-9.16,0,1,0
RSOOX,2,86820,21.88,51.22,82,31.4,47,2,1.25,0,2232,-7.3900000000000015,0,0,0
FZAPX,2,80706,17.66,43.14,524,25.51,12,11,0.53,0,10770,2.17,1,1,0
HPECX,4,119719,27.98,38.99,44,46.88,642,4,2.46,1000,71,-12.86,0,0,0
JUEPX,4,148814,27.73,46.67,57,40.08,84,6,0.94,0,19434,2.9000000000000004,1,1,0
FGCKX,2,130046,15.97,35.63,490,43.4,16,24,0.75,0,63712,17.15,1,1,1
RSEKX,1,3914,-9.94,39.82,104,20.52,100,10,1.86,0,3097,6.370000000000001,1,0,0
HWCCX,2,47344,6.53,49.24,72,34.66,28,16,1.8,2500,85,-11.15,0,0,0
CSCRX,3,4904,-2.98,34.93,94,25.2,76,10,0.96,0,2700,23.1,1,1,0
DFSRX,3,52313,10.07,40.95,38,41.67,134,0,1.49,0,379,6.6400000000000015,1,0,0
MNDFX,3,98661,27.73,49.81,90,27.2,29,8,0.55,1000000,430,-6.12,0,1,0
RSVYX,2,7554,9.32,48.14,56,34.38,54,7,1.06,1000000,313,-7.200000000000001,0,1,0
EISTX,4,162582,28.83,42.15,54,42.39,23,8,0.75,250,9996,6.349999999999998,1,0,0
ATDYX,3,8976,10.23,50.86,37,47.52,81,0,1.15,1000,113,-11.71,0,1,0
ANLRX,4,64861,26.91,45.19,105,23.66,114,13,1.37,0,338,-9.16,0,0,0
VINIX,3,176939,27.28,45.65,507,27.4,4,12,0.04,5000000,261186,2.03,1,1,0
ODIYX,3,5248,5.78,34.68,115,20.15,76,11,0.82,1000,4336,14.11,1,1,1
GGCCX,4,297888,32.62,43.89,50,54.39,75,14,2.13,1000,1011,7.699999999999998,1,0,0
FLPSX,5,7262,17.13,37.79,798,30.6,9,10,0.78,0,28184,-4.820000000000001,0,1,0
HSIIX,3,5428,-3.52,38.75,97,24.09,21,14,0.78,10000,3467,4.300000000000002,1,1,0
IPEAX,3,53629,7.27,47.03,79,25.56,95,6,1.24,0,987,-6.9700000000000015,0,0,0
NGDLX,2,124831,17.12,38.26,73,31.64,49,5,0.7,1000000,1750,6.800000000000002,1,1,0
PLASX,3,12080,9.74,40.77,717,13.97,66,12,1.51,0,2393,-6.86,0,0,1
AHGCX,5,22882,11.91,38.86,82,23.19,85,4,2.0,2500,5979,6.789999999999999,1,0,0
HSCYX,3,4595,-3.51,34.38,120,16.59,104,8,0.95,250000,962,15.22,1,1,0
MPIVX,3,57293,19.33,38.64,111,25.44,57,0,0.72,0,95,-9.36,0,1,0
RMFBX,4,101581,24.68,48.98,175,23.07,24,10,1.38,250,70768,-6.300000000000002,0,0,0
LAFQX,4,93311,24.07,52.63,72,21.94,63,4,1.07,0,5791,-8.67,0,0,0
GQLVX,4,41873,13.13,45.3,80,23.52,95,3,0.85,0,2,-9.2,0,1,0
PFJIX,3,3174,-0.33,41.52,114,14.15,42,4,0.93,0,16,-6.2200000000000015,0,1,0
VASMX,3,4843,-5.19,32.5,127,15.72,48,7,1.14,0,303,16.029999999999998,1,1,0
MCLVX,4,63197,18.04,46.21,308,17.78,70,4,1.54,1000,569,-8.4,0,0,0
TGVFX,2,143945,24.39,40.87,45,44.13,101,14,1.25,2500,163,7.779999999999998,1,0,0
IRVIX,3,138564,15.93,44.87,157,25.36,24,8,0.41,0,869,-6.420000000000001,0,1,0
NDVCX,3,3101,1.05,44.04,111,15.25,44,5,1.97,1000,3487,-5.7200000000000015,0,0,1
FRDTX,3,107218,24.4,41.49,53,40.4,9,3,1.61,1000,24313,-2.26,0,0,0
SUVQX,3,39815,6.3,42.58,197,17.7,56,7,0.8,0,338,-12.37,0,1,0
MVTIX,2,12508,6.58,44.08,67,23.43,82,4,0.85,1000000,1589,-5.44,0,1,0
LOGIX,5,99697,23.93,41.67,28,48.52,52,9,0.9,1000000,375,-2.0900000000000016,0,1,0
TWQZX,1,96739,18.2,43.71,45,32.52,184,0,0.66,0,1911,-9.45,0,1,0
RMBMX,2,9804,13.01,34.06,65,26.06,4,16,0.96,100000,239,3.3299999999999983,1,1,0
BMIYX,1,53477,13.27,51.82,53,37.09,78,6,0.83,0,581,-7.120000000000001,0,1,0
NEEGX,4,7230,5.24,29.33,77,51.38,13,12,1.98,2000,156,10.97,1,1,0
CMLEX,4,101581,24.68,48.98,175,23.07,24,10,0.86,250,70768,-5.260000000000002,0,0,0
MECZX,2,1349,13.42,21.99,73,20.42,96,0,0.89,5000000,55,-10.29,0,1,0
FISGX,3,18293,8.32,41.48,72,22.56,89,1,0.92,100000,467,7.389999999999998,1,1,0
JDNAX,5,155413,34.22,50.18,69,38.5,24,10,0.99,2500,6431,-2.1100000000000008,0,0,0
FIUUX,3,72851,18.22,47.78,40,31.03,114,1,0.89,0,320,-8.88,0,1,0
JRAIX,3,196427,28.07,43.02,81,49.6,38,1,0.6,1000000,18949,7.449999999999998,1,1,0
RLECX,3,1762,0.09,38.21,992,9.71,132,6,2.17,0,1603,-5.550000000000002,0,0,0
NWCFX,5,254441,28.55,44.35,50,47.13,59,7,0.52,1000000,771,9.329999999999998,1,1,1
EAVLX,3,93338,20.67,46.53,78,29.38,16,8,0.84,250,54503,-6.7200000000000015,0,0,0
RGAEX,2,144040,16.32,41.62,392,35.89,28,10,0.65,250,263828,6.59,1,1,0
LMNOX,1,18136,-3.65,52.52,48,38.73,35,17,1.21,1000000,2516,9.329999999999998,1,1,0
CFJIX,3,46681,16.54,48.12,530,18.91,32,4,0.24,100000,966,-3.5600000000000005,0,1,0
JLGPX,3,152879,27.08,41.19,77,37.1,47,4,0.94,0,33901,15.339999999999995,1,1,0
SOPAX,2,153878,25.88,50.45,55,33.57,14,7,1.04,1000,7027,-3.2600000000000007,0,0,0
VGICX,3,89809,18.64,46.29,96,21.31,22,7,1.44,1000,1144,-7.07,0,0,0
MEIHX,3,93338,20.67,46.53,78,29.38,16,8,0.82,0,54503,-6.67,0,1,0
TSLCX,3,2061,1.94,44.26,107,14.57,80,2,2.05,1000,1063,-11.23,0,0,0
RTLCX,3,139110,23.78,43.28,303,26.41,40,3,1.92,0,4778,-3.1500000000000004,0,0,0
GINNX,5,164313,24.77,36.2,32,37.02,16,10,0.99,100000,208,3.53,1,1,0
KMKCX,5,5617,36.88,13.42,49,49.85,4,15,2.15,2500,100,-3.3200000000000003,0,0,0
TGWRX,2,135278,13.24,36.9,108,34.29,39,2,1.19,0,1172,17.569999999999997,1,0,0
MCFGX,4,228991,27.36,43.72,54,44.66,42,4,1.79,1000,4413,6.850000000000001,1,0,0
FDVKX,4,50713,13.01,41.46,112,23.8,82,4,0.44,0,193,-5.000000000000001,0,1,0
TWSIX,3,329187,30.81,42.53,56,57.74,16,17,0.77,5000000,4446,7.850000000000001,1,1,0
FTXSX,3,4140,-2.92,41.97,53,24.83,128,3,0.99,100000,91,11.89,1,1,0
TVLCX,3,48648,11.62,46.62,48,30.8,57,7,1.83,2500,318,-7.990000000000001,0,0,0
FERFX,3,190504,32.37,45.53,37,56.46,98,0,1.06,0,556,-11.37,0,1,0
SSEIX,1,4919,12.48,51.21,26,52.09,11,9,1.07,100000,47,-6.580000000000001,0,1,0
MLPIX,2,4166,6.39,43.64,299,10.53,322,5,1.78,15000,5,-8.48,0,1,0
RYSEX,4,1231,13.19,14.25,38,40.93,20,14,1.21,2000,998,-8.05,0,1,0
FSSRX,1,3833,-3.6,34.4,133,14.81,35,19,1.31,1000,3819,10.34,1,0,0
HGOAX,1,89863,16.38,44.18,73,40.21,118,13,1.09,2000,7515,13.9,1,0,0
IRUNX,1,1825,8.01,36.53,77,14.17,71,3,0.63,1000000,89,-6.78,0,1,0
SFMIX,4,22126,13.87,36.36,96,18.81,15,10,0.89,250000,627,9.119999999999996,1,1,0
VETAX,4,12107,7.95,41.46,78,19.81,44,14,0.92,2500,12743,-4.540000000000001,0,0,1
KSMIX,1,4317,10.31,45.74,79,22.07,21,3,1.14,1000000,44,-8.51,0,1,0
QRVLX,4,82087,21.36,45.15,41,44.71,1,17,0.95,100000,37,-5.330000000000001,0,1,0
OFAVX,4,45534,16.83,47.28,78,19.38,48,19,1.4,1000,649,-4.25,0,0,0
RSGFX,2,8791,9.0,42.98,61,26.7,74,10,2.18,2500,241,3.049999999999999,1,0,0
FICEX,3,334264,32.95,44.05,52,50.22,17,13,0.63,1000000,422,8.07,1,1,0
EGOAX,4,86552,29.91,44.69,52,30.7,28,4,1.06,1000,500,-5.030000000000001,0,0,0
ARTLX,4,82254,13.52,46.18,41,40.65,39,7,1.08,1000,323,-6.910000000000001,0,1,0
MRVSX,2,2565,0.39,43.84,171,9.44,80,14,1.75,0,1867,-11.47,0,0,0
FMIMX,3,4364,14.65,41.09,37,42.42,32,10,1.02,1000,828,-5.4300000000000015,0,1,0
VGIIX,3,89809,18.64,46.29,96,21.31,22,7,0.69,1000000,1144,-5.540000000000001,0,1,0
BDAIX,5,145124,28.46,43.22,36,45.95,17,3,0.7,1000000,17,2.41,1,1,0
MAIMX,2,11928,5.66,46.7,136,11.61,82,8,1.0,2500,208,-7.770000000000001,0,0,0
GAFFX,2,144040,16.32,41.62,392,35.89,28,10,0.31,1000000,263828,7.34,1,1,0
AULRX,3,304076,30.27,42.76,63,52.32,6,11,1.47,2500,19061,11.59,1,0,0
GWGIX,2,7058,13.23,38.13,80,19.48,18,5,0.94,100000,283,2.140000000000001,1,1,0
JRSSX,2,39972,21.07,43.74,255,18.68,102,12,1.05,2500,1126,-2.2500000000000018,0,1,0
HFCIX,4,14604,27.43,64.52,19,80.86,5,11,1.14,250000,1058,-4.0200000000000005,0,1,0
FKBSX,3,3756,-8.59,33.34,272,11.71,20,9,1.98,1500,10761,13.619999999999996,1,0,1
FLCOX,3,61773,13.34,44.83,851,16.32,27,4,0.04,0,2805,-5.570000000000001,0,1,0
CGOCX,3,4904,-2.98,34.93,94,25.2,76,10,2.04,2000,2803,20.55,1,0,0
AGYWX,4,280056,28.23,40.35,82,53.59,33,10,0.62,0,11932,9.099999999999998,1,1,0
VCGRX,2,112200,18.38,35.31,44,49.59,4,5,0.72,0,776,9.81,1,1,0
LCMIX,5,22858,6.57,43.76,65,27.54,28,8,0.75,1000000,115,8.399999999999999,1,1,0
RPTTX,4,21878,14.31,39.65,260,13.11,11,17,0.67,1000000,2371,8.009999999999998,1,1,0
RSCYX,1,3638,-8.33,43.24,41,38.97,89,9,1.1,1000000,89,8.409999999999998,1,1,1
VDSYX,3,72465,28.58,44.89,79,30.44,95,2,0.86,1000000,292,-3.120000000000002,0,1,0
HSMRX,3,1844,2.79,40.27,63,19.35,62,2,1.42,0,106,-6.86,0,0,0
EQTKX,4,117340,22.84,49.51,91,20.72,113,7,1.34,1000,177,-6.750000000000001,0,1,0
JGRUX,3,89809,18.64,46.29,96,21.31,22,7,0.69,0,1144,-5.530000000000001,0,1,0
LDPAX,3,137635,27.29,50.52,171,11.81,78,0,1.75,2500,22,-2.41,0,0,0
BRWTX,3,220975,34.1,43.04,100,43.99,61,5,0.74,0,251,4.959999999999999,1,1,0
TRVLX,3,92085,17.94,47.45,116,28.9,140,11,0.78,2500,32473,-3.8800000000000012,0,1,0
FCPGX,3,4087,-2.52,34.54,227,13.79,126,9,1.07,0,5431,8.809999999999997,1,1,0
JAENX,4,15538,13.87,43.55,85,23.14,14,9,0.9,2500,22855,3.4399999999999995,1,1,0
SVPIX,3,1274,0.58,39.13,453,7.75,624,5,2.02,15000,11,-8.280000000000001,0,1,0
VYSAX,3,3045,4.07,41.19,159,12.06,135,12,1.05,250000,415,-5.1000000000000005,0,1,0
BAFAX,4,169287,27.13,42.02,46,41.38,12,3,0.96,100,603,2.2799999999999976,1,1,0
NFEPX,3,224021,26.09,41.34,49,46.3,42,3,0.79,2000,1883,9.15,1,1,0
GDGIX,3,128389,26.92,45.85,63,31.66,22,12,1.0,100000,42,-2.6000000000000014,0,1,0
AOGPX,2,204556,29.24,44.46,48,49.36,63,7,0.77,1000000,1346,9.9,1,1,0
PLJMX,3,156683,26.37,46.39,156,28.74,90,5,0.69,0,414,2.6899999999999995,1,1,0
DDDIX,2,3633,1.78,53.74,33,43.16,119,9,1.5,1000000,239,-2.700000000000001,0,1,0
RYTCX,3,3281,10.97,33.17,119,17.55,21,14,2.2,2000,1368,-9.14,0,0,0
DREQX,2,189215,24.91,39.71,53,46.16,55,2,0.84,1000,2198,10.53,1,1,1
DALCX,3,11587,13.81,45.39,62,19.98,76,13,1.02,1000,74,-8.350000000000001,0,1,0
GCMRX,3,16021,6.49,43.96,114,16.66,87,4,1.49,0,1100,-4.370000000000001,0,0,0
DHQAX,4,42638,27.61,54.41,33,46.28,54,5,1.55,1000,32,-11.2,0,0,0
LCBSX,4,21902,2.31,45.89,93,25.59,24,8,1.37,0,2068,19.77,1,1,0
BLVAX,3,50027,25.3,48.88,79,23.18,51,5,0.9,1000,253,-5.510000000000002,0,0,0
TEEFX,3,114750,25.29,40.82,345,30.1,23,20,0.67,1000000,781,8.839999999999996,1,1,0
JSGTX,4,233311,34.1,41.11,46,48.66,91,2,0.64,1000000,1374,6.57,1,1,0
AVEDX,5,57476,24.77,42.62,37,41.18,30,9,0.93,2500,832,-4.66,0,1,0
RDVIX,2,5181,14.77,29.98,69,34.63,8,9,1.09,2000,75,-8.06,0,1,0
ESPCX,1,2144,8.29,35.09,129,25.01,39,9,2.02,1000,4774,-8.65,0,0,1
DHPYX,2,8933,3.67,46.51,60,29.74,31,7,0.65,500000,252,-7.6400000000000015,0,1,0
JNVSX,5,14323,25.09,49.07,38,39.23,36,10,1.05,2500,94,-2.5700000000000007,0,1,0
TRSMX,5,8078,18.61,36.87,29,44.68,53,6,1.0,100000,16,6.34,1,1,0
KNPAX,5,6699,22.89,28.61,52,63.01,1,16,1.89,2500,672,-4.37,0,0,0
FMFMX,2,139183,21.89,36.37,178,44.86,56,5,0.01,0,1046,12.95,1,1,0
PJFAX,3,249617,19.38,38.83,60,44.83,49,12,1.0,1000,8175,12.22,1,0,0
MMCFX,1,612,4.17,31.32,232,13.69,75,11,1.18,2000,185,2.3599999999999994,1,1,0
TRGMX,4,17571,4.0,40.53,111,19.8,107,2,0.78,0,1705,7.549999999999998,1,1,0
KCSSX,3,2465,5.5,42.04,128,14.85,107,5,1.15,0,108,-5.550000000000002,0,1,0
FRSGX,3,17088,2.16,37.87,126,18.99,53,16,0.87,1000,5241,12.43,1,0,0
GSPUX,2,141916,23.2,44.33,181,26.89,47,14,0.75,5000000,1060,3.34,1,1,0
LSSIX,2,3737,2.11,33.12,100,17.11,52,16,0.94,100000,2900,7.789999999999999,1,1,0
WFCIX,3,178923,24.25,45.5,39,47.94,16,8,0.72,1000000,287,10.39,1,1,0
TSNRX,3,108768,20.3,43.0,32,56.47,41,9,0.75,50000,5206,17.74,1,1,0
FGRAX,3,133080,22.0,38.66,111,36.73,19,9,0.95,1000,5525,9.69,1,0,0
DFVEX,2,9110,8.9,38.65,2375,5.55,13,5,0.32,0,4517,-5.080000000000001,0,1,0
WOOPX,4,8367,18.6,42.95,96,18.33,92,0,0.89,1000000,412,-5.28,0,1,0
FCIAX,2,165629,22.23,45.93,207,34.18,31,14,0.39,250,111362,-2.5700000000000007,0,1,0
DVLIX,3,16108,1.69,42.66,63,23.9,92,6,0.96,1000,491,-5.170000000000001,0,1,0
PSSNX,3,1972,4.66,36.07,605,6.72,21,3,0.91,0,1349,-2.5200000000000014,0,0,1
ASQIX,3,2529,4.54,39.1,289,9.78,140,2,0.87,2500,198,-4.620000000000001,0,1,0
FOCSX,3,4085,-2.66,34.44,228,13.52,137,4,0.59,0,1207,9.64,1,1,0
PFPFX,4,21663,7.25,53.17,31,44.64,40,11,1.25,25000,267,-12.670000000000002,0,0,0
BKMVX,3,68929,25.75,44.31,190,14.88,105,3,0.13,5000000,53,-16.3,0,1,0
GABVX,3,17004,9.63,43.97,64,53.95,3,22,1.41,1000,322,-7.4300000000000015,0,0,0
MRIGX,5,4167,3.94,43.48,99,25.25,47,7,0.86,2500,2481,2.92,1,1,1
PFACX,3,3174,-0.33,41.52,114,14.15,42,4,1.98,1000,16,-8.360000000000001,0,0,0
CCTRX,2,2692,2.63,43.46,124,13.42,27,18,1.53,0,1295,-7.3900000000000015,0,0,0
MIDKX,2,6263,10.59,40.22,401,7.55,13,17,1.16,1000,120,-4.210000000000001,0,1,0
SCNSX,3,7540,5.55,43.65,84,18.39,61,2,0.85,1000000,1039,-2.2300000000000004,0,1,0
RSDKX,2,8791,9.0,42.98,61,26.7,74,10,1.91,0,241,3.6199999999999988,1,0,0
TSNCX,3,108768,20.3,43.0,32,56.47,41,9,2.01,2500,5000,14.84,1,0,0
ECCPX,3,215424,27.61,39.42,62,49.39,24,5,2.03,1000,131,4.2200000000000015,1,0,0
JSVDX,1,3582,15.55,39.25,51,25.77,152,2,1.17,2500,73,-7.590000000000002,0,1,0
TSAGX,4,245676,28.63,33.54,27,64.34,30,4,1.07,2500,258,4.159999999999998,1,0,0
MCGFX,4,170985,29.53,40.97,34,43.04,30,14,1.16,2000,508,5.539999999999999,1,1,0
RGRYX,3,176358,27.51,39.7,54,46.32,95,9,0.83,1000000,315,4.869999999999999,1,1,0
OAKLX,2,73795,11.75,46.15,23,60.95,28,13,1.04,1000,4183,-11.82,0,1,0
SPVYX,3,2719,6.1,45.86,410,14.56,65,8,0.89,100000,419,-9.07,0,1,0
QNTAX,2,6085,12.3,42.49,85,27.17,82,11,1.41,2500,39,-12.13,0,1,0
CHTRX,4,165392,29.92,46.9,76,41.46,45,2,1.07,1000,3387,-2.6900000000000013,0,0,0
AAAGX,3,294701,31.56,44.55,45,55.73,58,2,1.14,2000,1768,9.29,1,0,0
LYRIX,4,13536,14.55,58.23,34,47.37,33,8,1.41,100000,380,-10.49,0,1,0
IRGFX,3,4520,-0.78,40.52,80,23.76,40,6,0.89,1000000,3037,7.709999999999997,1,1,0
ACZTX,3,2768,5.27,32.72,63,24.11,30,9,1.05,5000000,230,-8.430000000000001,0,1,0
WAMCX,2,3526,-7.19,30.7,88,24.17,37,9,1.19,2000,2937,26.42,1,1,1
CLFFX,4,8134,13.67,48.67,34,37.21,60,7,1.13,2500,35,-3.640000000000001,0,1,0
TRIWX,3,250027,34.56,45.05,450,43.63,33,8,0.0,0,13215,10.64,1,1,0
QLSCX,2,1587,-0.01,40.72,299,13.11,223,8,0.87,0,869,-3.950000000000001,0,1,0
GCTCX,2,61690,24.44,44.49,329,26.41,205,6,1.85,1000,1911,-4.260000000000002,0,0,0
GTCEX,3,108631,29.4,48.34,42,34.34,19,5,0.86,0,248,-3.700000000000001,0,1,0
PURYX,3,156683,26.37,46.39,156,28.74,90,5,0.83,0,414,2.379999999999999,1,1,0
LCGNX,4,208186,28.2,40.64,34,50.81,37,12,0.95,2500,697,9.920000000000002,1,1,0
USAUX,4,156558,23.27,35.85,73,40.34,64,2,0.72,3000,2117,6.039999999999999,1,1,0
MAWCX,3,65672,20.45,41.28,67,33.01,41,9,2.25,1000,455,-6.6400000000000015,0,0,0
TWEIX,2,81529,23.7,43.44,105,31.07,85,17,0.91,2500,11794,-6.240000000000001,0,1,0
FAEGX,2,142943,22.34,36.29,180,45.29,52,9,1.23,0,4447,10.31,1,0,0
VSVIX,2,2565,0.39,43.84,171,9.44,80,14,1.11,1000000,1867,-10.19,0,1,0
FDCAX,2,96995,20.74,38.81,169,33.17,61,2,0.82,0,6158,5.599999999999998,1,1,0
SMISX,2,95897,20.08,40.61,114,40.96,38,8,0.7,1000000,3673,10.89,1,1,0
MDVZX,3,98661,27.73,49.81,90,27.2,29,8,0.45,1000000,430,-5.860000000000001,0,1,0
MEIJX,3,93338,20.67,46.53,78,29.38,16,8,0.57,0,54503,-6.150000000000001,0,1,0
BEGIX,4,92978,25.46,50.56,37,39.42,34,11,0.77,1000000,1866,-2.9000000000000004,0,1,0
LBGAX,5,22858,6.57,43.76,65,27.54,28,8,1.12,1000,115,7.6099999999999985,1,0,0
BIAGX,3,114380,25.9,41.63,32,40.05,22,22,0.84,100,3172,9.39,1,1,0
CFDRX,3,17304,6.83,46.28,51,27.66,28,5,0.91,2000,2250,-4.98,0,1,0
PSMKX,4,19456,5.51,38.93,125,18.1,53,8,0.67,5000000,2790,8.359999999999996,1,1,0
ACMVX,3,16969,11.87,41.78,96,20.7,55,14,0.98,2500,8390,-7.82,0,1,1
TCGLX,4,245676,28.63,33.54,27,64.34,30,4,1.82,2500,258,2.539999999999999,1,0,0
GCLSX,3,42444,18.23,42.68,172,18.08,212,9,1.06,0,371,-9.6,0,1,0
FMCLX,3,6376,10.96,40.26,401,9.53,34,6,0.3,0,450,-2.410000000000001,0,1,0
USMVX,3,182583,27.25,45.94,390,-2.13,23,3,0.15,1000000,20,-2.490000000000001,0,1,0
MEFAX,3,20338,10.76,45.21,209,17.04,37,11,1.26,0,9846,3.0,1,0,1
JISGX,3,4844,-5.18,32.5,127,15.75,51,8,0.84,3000000,7098,16.37,1,1,1
GDSRX,2,1680,3.39,37.57,419,7.52,141,9,1.47,0,542,-4.8500000000000005,0,0,0
MFEKX,4,226023,28.24,40.32,76,43.55,11,11,0.56,0,40877,8.830000000000002,1,1,0
HDSIX,2,2409,6.07,47.77,51,38.11,81,13,1.09,1000000,201,-5.0600000000000005,0,1,0
LMPMX,3,4898,-0.12,39.97,90,25.79,21,14,0.92,0,6210,13.339999999999995,1,1,1
AGIFX,5,219709,29.93,41.48,69,48.14,12,4,1.35,0,84,7.259999999999998,1,1,0
LZCOX,5,5614,9.45,38.49,81,17.0,90,10,1.25,2500,104,-5.36,0,1,0
VWNEX,2,34867,9.35,45.3,129,19.03,51,5,0.19,50000,20542,-4.7200000000000015,0,1,0
PCVAX,3,3571,11.05,36.95,150,21.61,126,9,1.17,1000,549,-13.52,0,0,0
BUFEX,5,175212,26.52,43.41,55,41.78,6,2,0.94,2500,108,4.85,1,1,0
JMCRX,3,799,13.25,34.58,31,52.96,35,10,1.5,10000,25,-10.96,0,1,0
TACLX,4,123031,30.48,47.1,29,47.56,20,2,1.03,2500,331,-4.400000000000001,0,0,0
MVSGX,3,161362,28.74,43.67,37,42.01,22,7,0.71,50000,120,2.2399999999999984,1,1,0
MXGSX,3,159967,28.47,43.28,101,38.85,32,4,0.65,0,799,11.38,1,1,0
BBGLX,3,192466,23.38,41.77,486,30.38,42,4,0.22,0,15602,8.43,1,1,0
TFGRX,4,23121,12.72,45.43,61,25.55,82,18,0.89,50000,1482,6.699999999999998,1,1,0
BQLCX,1,109950,24.16,46.73,41,33.49,28,11,0.87,100000,290,-2.3400000000000007,0,1,0
SZCAX,4,1751,7.01,42.89,96,24.53,15,5,1.09,1000,351,-3.810000000000001,0,0,0
MGRFX,3,20338,10.76,45.21,209,17.04,37,11,0.81,0,9846,3.969999999999999,1,1,1
PTWZX,3,207673,20.23,40.34,45,37.92,74,6,0.89,0,1103,3.389999999999999,1,1,0
RWGIX,5,145843,30.86,36.17,21,65.86,75,10,0.86,50000,40,5.100000000000001,1,1,0
PEGGX,4,22953,6.93,37.54,73,20.93,58,3,0.83,0,2902,8.620000000000001,1,1,0
TFOIX,1,83804,-3.31,31.97,54,46.48,52,10,0.84,1000000,5305,26.439999999999994,1,1,0
AUXIX,4,105553,25.6,46.34,106,41.63,2,22,0.8,250000,237,-6.040000000000001,0,1,0
MVEIX,2,10250,4.8,45.66,23,57.5,50,13,1.4,50000,12,-10.18,0,1,0
PJFOX,3,249617,19.38,38.83,60,44.83,49,12,1.1,0,8175,11.999999999999995,1,1,0
FSOAX,3,9953,4.92,57.97,86,18.73,72,4,1.02,0,859,-5.520000000000001,0,0,0
ACGMX,2,48536,10.66,46.66,78,25.17,26,9,0.56,1000,5030,-8.91,0,1,0
HSLYX,3,3893,-1.72,36.8,174,11.02,58,6,0.81,250000,984,4.589999999999998,1,1,0
ASCGX,2,3930,-2.16,37.92,83,19.71,252,17,1.35,100,91,13.11,1,1,0
JMEEX,4,18759,11.0,42.5,208,10.72,49,8,0.74,0,2088,2.3599999999999994,1,1,0
RMBGX,4,85391,23.79,41.42,36,39.4,22,5,0.91,100000,120,2.4899999999999984,1,1,0
OAKMX,2,64126,13.81,49.08,55,32.11,35,14,0.92,1000,13521,-5.630000000000001,0,1,0
RTRIX,3,3281,10.97,33.17,119,17.55,21,14,1.13,1000000,1368,-6.95,0,1,0
EPLCX,2,80376,24.77,51.58,106,18.13,29,10,0.76,1000000,974,-6.670000000000001,0,1,0
HILGX,5,42368,28.69,54.6,51,26.15,62,6,1.01,250000,134,-5.28,0,1,0
BIIGX,4,202429,28.3,44.23,53,42.15,33,7,0.78,250000,201,5.42,1,1,0
NYVBX,3,129640,16.03,35.06,40,53.73,11,16,1.8,1000,8552,-6.32,0,0,1
BKTSX,2,102497,22.87,44.6,2777,22.42,15,3,0.03,5000000,1550,2.6500000000000004,1,1,0
ECFVX,2,57886,13.13,40.01,38,35.41,109,4,1.8,1000,245,-5.7200000000000015,0,0,0
BMGCX,3,19574,15.58,35.82,77,26.43,35,8,1.8,1000,14123,9.209999999999997,1,0,0
NOLCX,4,130200,31.86,46.68,171,31.53,38,6,0.46,2500,262,-2.200000000000001,0,1,0
OSVCX,2,1593,-1.66,41.18,474,8.28,42,3,1.74,1000,1303,-8.5,0,0,0
GUEAX,5,8887,10.24,42.96,43,31.81,49,5,1.25,1000,3,3.1099999999999994,1,0,1
FBSAX,3,35255,10.97,44.89,52,31.38,58,5,0.68,100000,721,-9.760000000000002,0,1,0
CMVSX,4,247482,35.58,43.46,180,42.44,70,4,0.87,5000,1021,6.699999999999998,1,1,0
PAXLX,5,102208,22.84,43.66,45,35.06,37,3,0.95,1000,1041,3.59,1,1,0
MDFOX,4,203435,30.85,43.45,46,46.84,47,4,0.92,1000,2011,10.2,1,0,0
BRWAX,3,220975,34.1,43.04,100,43.99,61,5,0.74,1000,251,4.9700000000000015,1,0,0
LAFYX,4,93311,24.07,52.63,72,21.94,63,4,0.47,1000000,5791,-7.510000000000002,0,1,0
FIFRX,3,118730,26.82,41.82,135,28.99,9,6,0.48,0,20569,5.6400000000000015,1,1,0
PFSEX,1,35623,16.82,41.0,14,83.82,39,3,2.14,0,126,-6.74,0,1,0
